ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression,Max Tension
Base-6,940,No,Base,6,No,341,133.6667,0,c436ac73-bbb8-42bf-8521-795466350c93,81.328,-70.167,82.711,-68.784,82.711,-70.167
Base-11,905,No,Base,11,No,142.4167,0,0,2fc16750-a94f-4a6f-b178-726bfa08a9b0,235.718,-55.939,262.935,-28.722,262.935,-55.939
Base-13,630,No,Base,13,No,120.75,0,0,223a2cdb-a01d-459d-80db-d3577e99d52e,322.374,-133.262,350.611,-105.025,350.611,-133.262
Base-16,941,No,Base,16,No,341,165,0,deddb666-434a-45f7-917c-7c2ae2b90c22,16.568,4.352,19.287,7.071,19.287,4.352
Base-17,3684,No,Base,17,No,341,158.0833,0,81647b03-6489-42c3-8b28-e936c0816666,58.976,-51.606,59.933,-50.649,59.933,-51.606
Base-20,4915,No,Base,20,No,341,182.1667,0,46aeb532-fcbb-45cf-a6a4-7b5619125807,63.113,-56.306,64.012,-55.407,64.012,-56.306
Base-25,944,No,Base,25,No,341,204.8333,0,9d51abe4-5cf0-41b3-97c4-764ab7deb085,81.019,-67.613,82.734,-65.898,82.734,-67.613
Base-26,6884,No,Base,26,No,341,188.3333,0,e323b200-c097-47ff-a2a8-7f1c76e409c9,57.915,-49.967,58.931,-48.952,58.931,-49.967
Base-35,946,No,Base,35,No,341,210.1667,0,a290f52d-4072-41de-bb4f-270282396d9a,78.526,-68.272,79.834,-66.965,79.834,-68.272
Base-36,947,No,Base,36,No,341,209,0,f65e4a02-cef1-4f8f-a4d3-6c6f5e1c924c,17.073,-20.127,16.675,-20.524,17.073,-20.524
Base-39,948,No,Base,39,No,341,173.5833,0,e80d2b52-9e83-403f-8b6e-7722fb62841a,15.631,7.029,18.569,9.967,18.569,7.029
Base-42,949,No,Base,42,No,341,196.5833,0,2f0117f7-96dc-480d-ab34-449737f19f6d,45.244,-31.213,47.015,-29.442,47.015,-31.213
Base-56,950,No,Base,56,No,246.4167,133.6667,0,b32b180a-721d-4b37-a93f-e514253df566,241.533,-193.401,248.592,-186.342,248.592,-193.401
Base-63,877,No,Base,63,No,246.4167,110.3333,0,f5debee5-94bf-465b-b905-ae6e8ba0f4d6,421.911,-204.721,454.033,-172.6,454.033,-204.721
Base-66,951,No,Base,66,No,246.4167,115.3333,0,5297d0a8-11fa-4db0-b139-1c3599547d93,220.283,-167.626,228.161,-159.748,228.161,-167.626
Base-133,709,No,Base,133,No,246.4167,149.3333,0,3533ff0e-8c64-4e51-bd19-852fc458df5b,182.556,25.867,214.984,58.295,214.984,25.867
Base-134,710,No,Base,134,No,246.4167,165,0,a93547b7-5ee1-4fe8-9656-355666ddbbe1,213.265,35.97,251.682,74.387,251.682,35.97
Base-135,711,No,Base,135,No,246.4167,188.3333,0,aed25ad8-9043-4ff4-b6fb-adc558586a3e,329.921,-52.659,371.344,-11.236,371.344,-52.659
Base-137,954,No,Base,137,No,255.0833,133.6667,0,1c18a0f7-b5cf-4526-8543-743923975ab6,96.598,-60.065,102.086,-54.577,102.086,-60.065
Base-145,955,No,Base,145,No,255.0833,115.3333,0,61a0de64-7ca2-452e-8e39-6dd3847aa9f9,43.915,12.761,52.432,21.278,52.432,12.761
Base-151,956,No,Base,151,No,255.0833,91.5,0,51a9ef15-bb3c-411b-903a-13dac9b05f35,176.347,-153.989,179.491,-150.845,179.491,-153.989
Base-156,957,No,Base,156,No,207.5,91.5,0,2fb1cc0b-5ea9-4aa2-8090-1eed3f9fc816,127.694,-27.567,143.053,-12.208,143.053,-27.567
Base-159,958,No,Base,159,No,232.3333,91.5,0,24a5dff4-e2c5-421f-8de4-ef4eaebf0516,23.96,-9.436,25.737,-7.66,25.737,-9.436
Base-166,959,No,Base,166,No,196.75,29.7083,0,4ab35d3f-528a-4219-afd5-bac5f46d9ed4,109.532,-60.071,117.353,-52.25,117.353,-60.071
Base-167,960,No,Base,167,No,196.75,23.7083,0,b89c9a5e-9871-49c4-909c-8fc0b8c5df93,75.067,13.062,89.254,27.25,89.254,13.062
Base-173,961,No,Base,173,No,196.75,32.8333,0,bb90e14d-9828-4083-ba75-e54d3a67a4f9,68.273,43.249,86.47,61.446,86.47,43.249
Base-179,962,No,Base,179,No,196.75,44.9375,0,94124ad4-4f3e-4970-936b-1f96fa09e497,138.811,-27.594,156.892,-9.512,156.892,-27.594
Base-181,963,No,Base,181,No,196.75,47.6042,0,3d60c591-7b4e-4714-99af-8d53859215c5,152.854,-12.915,175.744,9.974,175.744,-12.915
Base-185,964,No,Base,185,No,196.75,59.9792,0,501d3fe1-5af9-47e2-b5e9-fe12e0e65a3d,137.026,52.252,167.893,83.119,167.893,52.252
Base-191,965,No,Base,191,No,196.75,62.6458,0,01d99bfe-4e72-4829-8407-56d7a083da7a,134.412,-70.053,144.915,-59.551,144.915,-70.053
Base-202,381,No,Base,202,Yes,196.75,76.8333,0,df9b1828-8562-48c0-ad9f-b7f3e1bd8152,80.849,-12.66,91.673,-1.836,91.673,-12.66
Base-387,968,No,Base,387,No,196.75,17.5,0,6b9252da-4bf6-4775-9265-692a9aa0dd17,71.175,-23.062,78.973,-15.264,78.973,-23.062
Base-388,969,No,Base,388,No,196.75,14,0,43cfd87c-5b85-491f-97cb-c7d9e251ae20,199.147,-145.211,208.304,-136.054,208.304,-145.211
Base-389,693,No,Base,389,No,196.75,0,0,bf128efc-74db-46f2-8fc8-a3ebc578fd9e,492.025,-264.738,526.502,-230.261,526.502,-264.738
Base-401,1283,No,Base,401,No,122.75,14,0,cb5ba201-c494-4e17-b0b6-e45b4b72f2a0,36.557,-12.542,39.95,-9.149,39.95,-12.542
Base-402,1275,No,Base,402,No,120.75,14,0,2521b965-c1f5-4c7e-bee7-11b9ffdcc471,198.655,-55.272,221.794,-32.133,221.794,-55.272
Base-407,1285,No,Base,407,No,131.9167,14,0,d673bc1b-fa3b-42f7-8d4e-bf0500f9c3ad,1.607,-20.206,-1.671,-23.483,1.607,-23.483
Base-412,970,No,Base,412,No,140.75,14,0,9356824f-77b0-4be0-a22c-51c9f05dd081,59.001,38.625,77.247,56.871,77.247,38.625
Base-417,971,No,Base,417,No,144,14,0,f1f81c24-6cf5-47f5-be3b-c6d44bde4be8,47.214,25.094,60.645,38.525,60.645,25.094
Base-426,972,No,Base,426,No,157,14,0,eba9f6ef-8c69-40df-905d-0163dbf0fb1c,19.685,12.173,25.663,18.15,25.663,12.173
Base-427,973,No,Base,427,No,148,14,0,a5007fdf-fdd3-4fab-b504-0fb52ef9349e,-2.653,-2.87,-3.705,-3.921,-2.653,-3.921
Base-452,671,No,Base,452,No,175.5833,0,0,8224f7c2-8153-4307-b423-e5d6c64851c0,304.685,-172.678,324.499,-152.864,324.499,-172.678
Base-457,974,No,Base,457,No,167.0833,8.6667,0,52d80713-0db2-4370-8d18-6427977d3ce9,112.091,-50.826,120.957,-41.96,120.957,-50.826
Base-459,975,No,Base,459,No,171.5833,8.6667,0,87ed9f45-5c1a-48a7-8096-80cdf4a74a29,114.683,-56.829,123.014,-48.498,123.014,-56.829
Base-464,976,No,Base,464,No,175.5833,8.6667,0,41f5c68d-654e-4d2d-b0b4-d481477b71a4,208.079,-108.852,222.249,-94.681,222.249,-108.852
Base-512,977,No,Base,512,No,157.25,8.6667,0,cbdd577b-3e5d-46d6-af71-98d8680deb5c,155.589,-58.926,169.553,-44.963,169.553,-58.926
Base-513,978,No,Base,513,No,162.1667,8.6667,0,5446c6d0-874a-4230-9ee7-b7a5b9b068f1,93.804,-43.178,101.129,-35.853,101.129,-43.178
Base-516,979,No,Base,516,No,157.25,4.5,0,af06b48f-cd9e-4679-ba92-171bf48d051a,49.324,26.77,60.306,37.753,60.306,26.77
Base-517,7167,No,Base,517,No,157.25,0,0,99dff577-59f3-42aa-bece-63bd9eb7fc61,118.484,-85.696,123.158,-81.021,123.158,-85.696
Base-530,981,No,Base,530,No,175.5833,4.5,0,9b5e62e4-ddc9-45ec-ac98-a9c68353eadf,122.17,-83.716,127.955,-77.931,127.955,-83.716
Base-552,1644,No,Base,552,No,120.75,25.5,0,eba36114-6ad5-4e37-8405-1a4b6a8cd8d7,19.393,17.897,25.279,23.784,25.279,17.897
Base-553,1643,No,Base,553,No,120.75,22,0,5d8ba4c0-1a22-4955-8945-8a4ad84a2972,231.376,-171.948,240.977,-162.346,240.977,-171.948
Base-559,1648,No,Base,559,No,120.75,32.8333,0,91d97aa9-e17c-41a3-99dd-3cd3ca456a0a,63.187,-8.793,71.881,-0.099,71.881,-8.793
Base-560,3167,No,Base,560,No,120.75,28.5,0,bd500e07-93d3-4618-90b9-d27ae39baaae,216.308,-185.125,221.416,-180.017,221.416,-185.125
Base-566,1653,No,Base,566,No,120.75,36.5,0,5365d8fb-ca75-4509-8c27-e8cbad774fdb,116.355,-45.398,128.008,-33.745,128.008,-45.398
Base-569,984,No,Base,569,No,159.4167,14,0,314e3750-4e97-48af-97ab-c005c31c6dae,38.145,24.535,49.93,36.32,49.93,24.535
Base-589,1670,No,Base,589,No,120.75,56.5,0,6c071ba9-1cd7-4685-89e5-17a27f082873,52.047,-14.395,58.035,-8.408,58.035,-14.395
Base-590,1669,No,Base,590,No,120.75,53,0,40718ba1-b572-42c9-bbfa-756be8b5a787,80.533,-40.865,86.863,-34.535,86.863,-40.865
Base-591,1671,No,Base,591,No,120.75,58.8333,0,b889c454-1e42-4baa-867e-d82670401f11,88.136,-5.995,101.146,7.015,101.146,-5.995
Base-593,1672,No,Base,593,No,120.75,64.8333,0,573bfb93-934c-4897-933d-7a2be4a19905,177.896,-109.936,188.622,-99.21,188.622,-109.936
Base-594,985,No,Base,594,No,167.0833,14,0,c1a966a9-a349-4572-8953-149af0d8617f,65.465,50.763,87.384,72.682,87.384,50.763
Base-601,1675,No,Base,601,No,120.75,67.8333,0,e8254e70-77f4-41c3-a95a-55eb159784c8,77.139,3.086,89.818,15.765,89.818,3.086
Base-609,986,No,Base,609,No,120.75,73.8333,0,65382707-0c88-4bbc-bc49-38e8e408e1fe,224.964,-140.505,238.317,-127.152,238.317,-140.505
Base-614,987,No,Base,614,No,120.75,76.8333,0,f80a2873-a0e3-43b7-9a2b-1d3c81837ca7,51.557,-13.402,57.597,-7.361,57.597,-13.402
Base-619,988,No,Base,619,No,120.75,82.8333,0,2a5e306f-7d39-4081-86d8-45435f29a597,115.326,-86.48,119.949,-81.857,119.949,-86.48
Base-624,989,No,Base,624,No,120.75,83.8333,0,ff29f184-6d0a-4c76-b39c-ace54dd68bcc,29.772,-15.231,31.874,-13.129,31.874,-15.231
Base-629,990,No,Base,629,No,120.75,89.8333,0,46dba5dc-c572-4fad-807f-67e47608dab5,29.606,10.183,35.607,16.184,35.607,10.183
Base-634,991,No,Base,634,No,120.75,91.5,0,e6bbb299-fe53-4255-9882-2f5633328f43,55.838,0.678,64.428,9.268,64.428,0.678
Base-641,992,No,Base,641,No,175.5833,14,0,f4756235-f92d-4f09-a611-b8e45840b1d1,64.288,30.163,81.774,47.649,81.774,30.163
Base-812,1827,No,Base,812,No,120.75,40.5,0,7d0db27d-ac27-4656-910f-58485c99c272,92.686,23.017,111.027,41.358,111.027,23.017
Base-813,1828,No,Base,813,No,120.75,47.5,0,9af1ec7b-86bf-4211-8a65-7ec74a078d91,95.878,9.405,112.513,26.041,112.513,9.405
Base-814,1288,No,Base,814,No,120.75,50,0,6f443de2-0bb3-4a25-b279-b88d7407532d,176.326,-171.844,177.331,-170.84,177.331,-171.844
Base-848,993,No,Base,848,No,183.5,14,0,b0609551-61f2-4b4d-bdfd-dd406b1f08b4,86.283,-18.89,98.206,-6.968,98.206,-18.89
Base-853,994,No,Base,853,No,192.75,14,0,33ea3009-07e5-44af-9978-79f6a6bc009e,181.045,-120.655,191.214,-110.486,191.214,-120.655
Base-858,995,No,Base,858,No,188.125,14,0,9db7e6cb-d868-4444-94f4-41dd1aaedc63,115.372,-60.237,124.791,-50.819,124.791,-60.237
Base-862,1284,No,Base,862,No,127.3333,14,0,b48ed659-5790-430f-a49d-3c12ae2db0a9,38.438,-17.461,41.132,-14.766,41.132,-17.461
Base-867,1286,No,Base,867,No,136.3333,14,0,af96137c-3fae-449a-8f2e-00a47acafd06,29.445,29.033,40.441,40.028,40.441,29.033
Base-872,996,No,Base,872,No,152.5,14,0,ea6a74f2-45f2-45af-a62a-468fe0a2038d,11.041,5.344,14.07,8.373,14.07,5.344
Base-881,1274,No,Base,881,No,115.25,14,0,a46fb345-773f-4c49-a5cc-dedd07677863,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Base-883,998,No,Base,883,No,133.25,91.5,0,404a89f9-abcb-461a-98b8-1c88daff522e,89.752,-29.48,98.854,-20.378,98.854,-29.48
Base-984,999,No,Base,984,No,127,91.5,0,25cc50b2-2049-472d-a9d5-2a9a61cae03b,100.851,-4.485,115.444,10.107,115.444,-4.485
Base-1043,1000,No,Base,1043,No,143.8333,100.3333,0,2fb80ad7-502a-45e3-9b36-d33261d810bb,170.757,-29.465,192.237,-7.986,192.237,-29.465
Base-1046,1001,No,Base,1046,No,53.9167,91.5,0,edf35b8e-6af2-4d7c-a3e3-d0769384dc8d,33.632,-9.9,36.95,-6.581,36.95,-9.9
Base-1047,1002,No,Base,1047,No,50.9167,91.5,0,62bb4e06-5bea-4788-a606-5540f4872877,36.142,-13.378,39.439,-10.08,39.439,-13.378
Base-1051,1003,No,Base,1051,No,59.9167,91.5,0,7e93b483-dba4-45fc-9be4-ebeded601460,26.943,-2.68,30.184,0.561,30.184,-2.68
Base-1055,1004,No,Base,1055,No,64.4167,91.5,0,3fb11b1d-e5c9-4d68-aeb1-7d581f83c9b7,11.401,8.604,13.902,11.104,13.902,8.604
Base-1059,1005,No,Base,1059,No,70.4167,91.5,0,69987c66-c40e-4343-b830-73c02fe7287c,44.471,-33.187,45.545,-32.113,45.545,-33.187
Base-1063,1006,No,Base,1063,No,74.9167,91.5,0,696fcde0-909a-4eb7-bd00-45a9780849ad,46.593,-46.321,46.249,-46.664,46.593,-46.664
Base-1067,1007,No,Base,1067,No,78.9167,91.5,0,77fbf452-a970-4349-a570-4a391f47891a,40.274,-25.683,42.214,-23.743,42.214,-25.683
Base-1071,1008,No,Base,1071,No,85.4167,91.5,0,fb2293c7-a0b7-4b8e-9f0f-811b2a15b75c,15.297,2.024,17.374,4.101,17.374,2.024
Base-1075,1009,No,Base,1075,No,91.4167,91.5,0,d45e8605-765d-47cb-9615-c53a0f365e70,28.153,-19.473,29.029,-18.597,29.029,-19.473
Base-1079,1010,No,Base,1079,No,95.9167,91.5,0,abf2f3e3-2cd7-42dd-85ba-04e7b6a9322a,17.165,1.287,19.592,3.714,19.592,1.287
Base-1083,1011,No,Base,1083,No,101.9167,91.5,0,9202f983-4668-457c-b959-93b18d7c5bb3,28.05,-13.957,29.801,-12.206,29.801,-13.957
Base-1087,1012,No,Base,1087,No,106.4167,91.5,0,4bc39d79-95eb-4228-bafb-b889e615a3b2,18.828,17.296,24.027,22.495,24.027,17.296
Base-1091,1013,No,Base,1091,No,112.4167,91.5,0,f9dba0b6-ead0-4718-895a-b89331a14634,50.829,-26.267,54.23,-22.867,54.23,-26.267
Base-1102,1014,No,Base,1102,No,114.9167,91.5,0,ffb00d42-cea1-483a-ae50-6aa854eb29bf,7.435,1.105,8.683,2.353,8.683,1.105
Base-1107,1015,No,Base,1107,No,118.4167,91.5,0,c5593549-921b-43b5-b200-183fcbece32f,30.948,4.764,36.417,10.232,36.417,4.764
Base-1146,1016,No,Base,1146,No,143.8333,93.1667,0,55b836af-c9d5-49f8-841e-0016f35f8438,303.945,-200.216,319.239,-184.922,319.239,-200.216
Base-1182,860,No,Base,1182,No,128.75,110.3333,0,c90c339f-f8ab-4e5e-bddf-3b5816a5a7fe,259.874,82.763,312.231,135.12,312.231,82.763
Base-1183,861,No,Base,1183,No,79.5833,110.3333,0,1ba35a52-2595-4334-b163-9e0213ce72ab,258.413,200.84,329.424,271.851,329.424,200.84
Base-1297,662,No,Base,1297,No,168.1667,110.3333,0,457cfe83-e947-4d05-af5c-494607ded432,245.802,124.834,304.582,183.613,304.582,124.834
Base-1299,879,No,Base,1299,No,220.75,110.3333,0,4eee4e3d-35e2-4a48-bcfb-4fda64f806f7,133.391,130.978,175.1,172.688,175.1,130.978
Base-1330,1017,No,Base,1330,No,246.4167,121.4444,0,5d7d1c61-e15c-482d-b370-76be012bbd9b,67.293,-26.4,73.539,-20.155,73.539,-26.4
Base-1331,1018,No,Base,1331,No,246.4167,127.5556,0,780845ca-3451-4b0e-96ba-a5540420d392,82.063,-32.012,89.63,-24.446,89.63,-32.012
Base-1391,1019,No,Base,1391,No,271.4167,133.6667,0,7be44eb4-b1d9-4899-acbd-3bf321d76e05,12.078,6.926,14.549,9.397,14.549,6.926
Base-1401,1020,No,Base,1401,No,259.1667,133.6667,0,d0307168-eaee-42fa-9f43-c3412240aec6,66.662,-35.625,71.277,-31.009,71.277,-35.625
Base-1402,1021,No,Base,1402,No,263.25,133.6667,0,4cb50c8c-bd9a-4e6d-948c-6389f6cc39de,44.289,-21.64,47.455,-18.474,47.455,-21.64
Base-1403,1022,No,Base,1403,No,267.3333,133.6667,0,708ec904-7911-417c-996b-44e732662356,32.951,-14.22,35.444,-11.727,35.444,-14.22
Base-1405,1023,No,Base,1405,No,277.75,133.6667,0,07cd8a33-5571-4372-bb85-5f70e4a482ad,24.234,-14.454,25.473,-13.214,25.473,-14.454
Base-1407,1024,No,Base,1407,No,255.0833,110.3333,0,15749d3f-3e8e-4e0f-b6ce-26a57a0b7ffa,28.253,1.628,32.397,5.771,32.397,1.628
Base-1411,1025,No,Base,1411,No,255.0833,119,0,66b0e0ca-34b6-45fc-86ca-5ec4280f3502,50.706,-36.152,52.818,-34.04,52.818,-36.152
Base-1414,1026,No,Base,1414,No,291.75,133.6667,0,3fbcd89e-d495-4d16-849a-f7ae50286491,22.682,-2.048,25.314,0.584,25.314,-2.048
Base-1415,1027,No,Base,1415,No,285.75,133.6667,0,d5743fbb-92bf-4016-94c1-1ffdd9d3d9e5,46.658,-35.521,48.122,-34.058,48.122,-35.521
Base-1418,1028,No,Base,1418,No,319.5,133.6667,0,30d888f1-a005-4557-a14a-fa151c1d188a,10.939,5.455,13.017,7.533,13.017,5.455
Base-1426,1029,No,Base,1426,No,298.6875,133.6667,0,323e81df-f332-48aa-8885-4eb288d3a42f,19.636,-0.791,22.037,1.61,22.037,-0.791
Base-1427,1030,No,Base,1427,No,305.625,133.6667,0,62acf1f2-db8d-4be1-bf41-ce5c77d9f66b,15.828,1.492,18.036,3.7,18.036,1.492
Base-1428,1031,No,Base,1428,No,312.5625,133.6667,0,6662605c-09cf-42b5-a1ad-aaf752de65bc,14.26,2.856,16.44,5.036,16.44,2.856
Base-1433,1032,No,Base,1433,No,326.6667,133.6667,0,ba8ce5ea-45d7-4d3c-98c1-62550bb0cd5f,28.173,-12.995,30.071,-11.097,30.071,-12.995
Base-1434,1033,No,Base,1434,No,333.8333,133.6667,0,a46fb251-5050-4d11-a12e-c3c8fa3a1788,42.565,-32.485,43.798,-31.251,43.798,-32.485
Base-1439,1034,No,Base,1439,No,341,137.1667,0,e1e82d6c-dc07-4120-ad89-e2f65f7ddf7c,53.771,-45.101,54.839,-44.032,54.839,-45.101
Base-1440,1035,No,Base,1440,No,341,141.1667,0,f829da14-90d0-4373-a9b6-c4d7d4b900b1,36.641,-27.824,37.729,-26.736,37.729,-27.824
Base-1443,1036,No,Base,1443,No,341,149.3333,0,3cddd0f6-4f2c-4636-98f8-730282d2dc76,8.524,4.425,10.177,6.078,10.177,4.425
Base-1444,1037,No,Base,1444,No,341,152.9167,0,53faa184-208b-47e3-947e-525b42c8659d,50.705,-46.778,51.223,-46.26,51.223,-46.778
Base-1448,1038,No,Base,1448,No,341,145.25,0,c7effdce-13f5-4910-824e-60ca80785b3e,20.666,-10.619,21.925,-9.36,21.925,-10.619
Base-1456,1039,No,Base,1456,No,255.0833,97.7778,0,d169d875-bb61-4b4e-95a1-0f7160d3e1b1,123.144,-102.3,126.042,-99.402,126.042,-102.3
Base-1457,1040,No,Base,1457,No,255.0833,104.0556,0,d7284d3f-4cbc-4429-b3d6-74573d587990,68.522,-42.473,72.127,-38.868,72.127,-42.473
Base-1460,1041,No,Base,1460,No,196.75,91.5,0,18f1b3f4-ab7d-4976-b542-43eee8f8da4f,44.218,-19.839,47.726,-16.331,47.726,-19.839
Base-1468,1042,No,Base,1468,No,213.7083,91.5,0,34d214a2-68c3-4997-8cde-5823201b6cd8,71.665,-19.149,79.335,-11.479,79.335,-19.149
Base-1469,1043,No,Base,1469,No,219.9167,91.5,0,f0de1ac7-3c51-46bd-8ef2-b7653efe1857,39.235,-12.96,42.885,-9.309,42.885,-12.96
Base-1470,1044,No,Base,1470,No,226.125,91.5,0,feb3fcb5-c948-46d8-832b-9378b1989543,30.011,-13.907,32.035,-11.883,32.035,-13.907
Base-1475,1045,No,Base,1475,No,239.9167,91.5,0,c5684957-a997-4434-a5fd-6295e8b7f4a3,16.718,-2.111,18.532,-0.297,18.532,-2.111
Base-1476,1046,No,Base,1476,No,247.5,91.5,0,1927a7c1-68ef-4d34-ba08-7cdb9ad7d7e6,33.331,-28.726,33.947,-28.11,33.947,-28.726
Base-1479,1047,No,Base,1479,No,202.125,91.5,0,b5162e0a-5bf3-42b4-8246-ac03b2b1b4f2,147.702,-53.5,162.007,-39.194,162.007,-53.5
Base-1571,1048,No,Base,1571,No,143.8333,103.8333,0,7f853e1f-a2d4-48d9-afc9-76aa9bec1893,157.049,-121.396,162.54,-115.905,162.54,-121.396
Base-1726,822,No,Base,1726,No,79.5833,188.3333,0,31cbc072-e1fb-454a-9778-19335223e85a,122.555,94.003,156.555,128.003,156.555,94.003
Base-1728,823,No,Base,1728,No,100.0833,188.3333,0,b046eb3b-b8ad-409b-ba85-f4e1faad9112,206.764,162.071,264.861,220.168,264.861,162.071
