ID,UniqueName,Is Auto Point,Story,PointBay,IsSpecial,X,Y,Z,Code,Envelope:QG2+(100/30-BSE-2E)/J-Max,Envelope:QG2+(100/30-BSE-2E)/J-Min,Envelope:QG1+(100/30-BSE-2E)/J-Max,Envelope:QG1+(100/30-BSE-2E)/J-Min,Max Compression,Max Tension
Base-2439,1182,No,Base,2439,No,42.8333,28.8333,0,d438d013-14c7-478e-a177-ad92e96f06aa,12.132,8.844,14.871,11.584,14.871,8.844
Base-2440,1183,No,Base,2440,No,42.8333,34.5833,0,96813f2d-f7a9-4fd9-a4b0-de0bc9a6328d,15.868,13.869,19.901,17.902,19.901,13.869
Base-2446,1186,No,Base,2446,No,42.8333,87.5,0,b93e7164-9e3b-485a-932a-ba1a91908804,19.104,16.711,24.209,21.816,24.209,16.711
Base-2450,1187,No,Base,2450,No,42.8333,91.5,0,f8f3838f-6fec-40d2-ae52-34766669d068,26.927,0.138,30.727,3.938,30.727,0.138
Base-2454,1188,No,Base,2454,No,42.8333,100.3333,0,c89e302a-5695-4fa5-9e8a-a8a907103686,33.666,-17.608,35.879,-15.395,35.879,-17.608
Base-2458,1189,No,Base,2458,No,42.8333,95.9167,0,313caed5-057e-41c3-b08c-fa648b1fedc4,43.872,-13.499,48.149,-9.221,48.149,-13.499
Base-2472,1190,No,Base,2472,No,143.8333,125.6667,0,70ffa90a-c6cf-443b-bd47-6e401e70f3fd,267.06,-227.09,272.88,-221.27,272.88,-227.09
Base-2473,1191,No,Base,2473,No,143.8333,123.6667,0,c55248b0-649e-4578-8483-183c5a2afdd4,165.718,-145.65,168.779,-142.588,168.779,-145.65
Base-2496,1192,No,Base,2496,No,143.8333,133.6667,0,d5ddf8fe-b396-4664-8f5d-b5cc1306d161,340.528,-244.156,354.898,-229.786,354.898,-244.156
Base-2497,1193,No,Base,2497,No,143.8333,130.1667,0,a7483469-e417-4b1d-bd4b-8eaa14df2dc0,85.858,-68.975,88.352,-66.481,88.352,-68.975
Base-2506,1194,No,Base,2506,No,153.1667,89.1667,0,f12c8199-f132-478b-b3ee-2656435e9a97,200.023,-136.364,210.373,-126.015,210.373,-136.364
Base-2507,1195,No,Base,2507,No,143.8333,89.1667,0,fee7b3b7-920e-4422-a2ed-88de7568adcb,123.755,-65.716,133.059,-56.413,133.059,-65.716
Base-2509,1196,No,Base,2509,No,148.5,89.1667,0,35aab01c-63ed-4e13-9310-56f4e665cace,233.353,-145.749,246.871,-132.232,246.871,-145.749
Base-2513,1197,No,Base,2513,No,153.1667,91.5,0,1c74abf8-ba01-4e78-9c0f-61c15b843e61,126.495,-85.242,132.416,-79.321,132.416,-85.242
Base-2515,1198,No,Base,2515,No,153.1667,95.5,0,caa04fe9-1571-4dd7-9ec6-eb29026288e9,107.727,-53.109,116.221,-44.615,116.221,-53.109
Base-2529,1200,No,Base,2529,No,153.1667,100.3333,0,a4e3a500-07d2-4f03-94b5-5ced73abe984,94.306,-20.309,105.648,-8.966,105.648,-20.309
Base-2541,1202,No,Base,2541,No,153.1667,103.8333,0,11517b5a-f921-4487-8cb1-534d98509f66,45.072,25.076,55.63,35.634,55.63,25.076
Base-2553,1204,No,Base,2553,No,153.1667,108,0,fa2712ca-d92e-406e-a92a-6486a2fd1f85,67.389,27.033,81.475,41.118,81.475,27.033
Base-2565,1279,No,Base,2565,No,106.9167,36.125,0,bf5bdd99-01be-4e4c-a851-5eea2750c597,0,0,0,0,0,0
Base-2566,1280,No,Base,2566,No,106.9167,40.75,0,da67187a-d2d7-4cc7-bb2f-3f0c724767a6,0,0,0,0,0,0
Base-2567,1281,No,Base,2567,No,106.9167,45.375,0,787c17c5-543a-4670-a990-3b3e73df1638,0,0,0,0,0,0
Base-2570,1205,No,Base,2570,No,156.25,108,0,c5ee1e6d-cc81-4171-b6e3-34e4032f7db3,208.312,-130.961,219.81,-119.463,219.81,-130.961
Base-2581,1206,No,Base,2581,No,146.9444,108,0,6855c9a0-4a17-4869-a049-5e222cdb407e,33.849,24.311,42.509,32.971,42.509,24.311
Base-2583,1207,No,Base,2583,No,150.0556,108,0,65525028-33c6-4f67-b19f-bd6e703fe190,44.14,17.515,53.32,26.696,53.32,17.515
Base-2606,2714,No,Base,2606,No,156.25,110.8333,0,bc1959b9-e4b2-43c8-bba6-d98dc66a0561,357.852,-367.921,356.483,-369.291,357.852,-369.291
Base-2626,1209,No,Base,2626,No,156.25,119.3333,0,a325a3c8-0ea2-476f-b45a-0743468293db,486.842,-388.016,501.573,-373.285,501.573,-388.016
Base-2627,1210,No,Base,2627,No,156.25,115.3333,0,338544a4-3ef7-4b12-9abe-2f68031e78fb,361.278,-259.086,376.218,-244.146,376.218,-259.086
Base-2644,1211,No,Base,2644,No,156.25,133.6667,0,36a4c690-0b88-4b5d-9583-635aacb99a63,225.194,-169.635,233.597,-161.233,233.597,-169.635
Base-2645,1212,No,Base,2645,No,156.25,123.6667,0,6da73969-3069-4b09-aa5a-9e2643af4ab6,121.542,-80.31,127.59,-74.262,127.59,-80.31
Base-2653,1213,No,Base,2653,No,156.25,128.6667,0,1baebdc2-9d76-4b22-8013-4fd9724f3e38,214.986,-142.117,225.736,-131.366,225.736,-142.117
Base-2662,1214,No,Base,2662,No,147.9723,133.6667,0,993a9fe4-1f08-44bb-b76d-d6537803b75c,210.261,-146.518,219.741,-137.038,219.741,-146.518
Base-2664,1215,No,Base,2664,No,152.1111,133.6667,0,7cbba115-df4d-4de9-a03d-9927a2728ef5,214.675,-152.992,223.897,-143.77,223.897,-152.992
Base-2780,1223,No,Base,2780,No,42.0833,161.1667,0,e118955a-2f91-4242-a1f1-e99587632b9f,70.498,42.841,87.855,60.198,87.855,42.841
Base-2781,1224,No,Base,2781,No,42.0833,177.8333,0,1f403450-e357-4ae2-baac-705973992d8f,149.577,-21.847,168.288,-3.135,168.288,-21.847
Base-2791,1226,No,Base,2791,No,271.4167,149.3333,0,14faa60b-77b6-4343-9a44-9c4f56676839,27.46,25.565,34.84,32.945,34.84,25.565
Base-2859,601,No,Base,2859,No,106.9167,14,0,b081cc77-1040-4a11-be50-e1a1a186732e,0,0,0,0,0,0
Base-2929,91,No,Base,2929,No,196.75,75.5,0,87f2d2b2-6f63-4cd4-8ec2-7f1d52392a35,113.817,-63.467,121.738,-55.546,121.738,-63.467
Base-3163,663,No,Base,3163,No,168.1667,91.5,0,e9ec55ca-f0a5-4516-919d-295ca022caa2,185.287,120.75,233.779,169.242,233.779,120.75
Base-1,1228,No,Base,1,No,168.1667,133.6667,0,783a2f95-af50-4217-b553-cd01907f3778,225.113,102.322,281.025,158.234,281.025,102.322
Base-29,1235,No,Base,29,No,111.0833,14,0,f4e877e8-e3aa-4b94-a9eb-e80d5b293e97,0,0,0,0,0,0
Base-30,1287,No,Base,30,No,120.75,36.125,0,c24baa55-30dd-4a56-959e-ac4f7fc627ce,0,0,0,0,0,0
Base-31,1236,No,Base,31,No,111.0833,36.125,0,12740482-4b2a-4893-a481-3ec861a94dc4,22.567,18.182,27.647,23.262,27.647,18.182
Base-32,1237,No,Base,32,No,111.0833,50,0,461cbcd2-92be-447f-8cba-7f0b29cc7dd3,38.936,-5.984,42.879,-2.042,42.879,-5.984
Base-57,2877,No,Base,57,No,271.4167,188.3333,0,8703b918-6ce8-4c38-b00b-f02be44ca4c3,69.06,68.324,90.795,90.059,90.795,68.324
Base-58,2879,No,Base,58,No,291.75,188.3333,0,1b935d6a-157b-4ce5-8bc4-e643811bc2a4,62.153,61.773,79.912,79.532,79.912,61.773
Base-59,2881,No,Base,59,No,319.5,188.3333,0,3282410f-a35e-40e9-a1f2-3f7992dd1d9e,59.672,59.542,76.35,76.22,76.35,59.542
Base-62,2883,No,Base,62,No,271.4167,165,0,6e26602e-00ab-4c21-ab4f-46f594117ef4,59.064,58.254,78.026,77.215,78.026,58.254
Base-64,2885,No,Base,64,No,291.75,165,0,f95e6777-eeaf-4142-857f-0dd4882615fe,49.82,49.58,64.249,64.009,64.249,49.58
Base-65,2887,No,Base,65,No,319.5,165,0,98e8b238-4841-43d8-8713-c2f6bce81167,49.578,49.441,63.438,63.301,63.438,49.441
Base-73,2889,No,Base,73,No,291.75,149.3333,0,fcaa5ea3-25f8-4d6e-82ec-03ed20d1e3c2,36.401,36.249,46.468,46.315,46.468,36.249
Base-74,2891,No,Base,74,No,319.5,149.3333,0,f74b00de-703a-4ab3-a1e0-fa07440b8cd6,40.04,39.758,51.193,50.911,51.193,39.758
Base-75,2893,No,Base,75,No,79.5833,210.1667,0,603790d4-d5bf-44d7-bd9d-13abc8e16ffd,37.979,37.832,48.486,48.338,48.486,37.832
Base-76,2895,No,Base,76,No,100.0833,210.1667,0,46461453-6195-448a-a25c-a62bd0a6eb7d,37.216,36.911,47.472,47.166,47.472,36.911
Base-77,2897,No,Base,77,No,128.75,210.1667,0,509edc42-bbbf-4438-a0fd-66165c6c0451,44.343,43.78,56.533,55.969,56.533,43.78
Base-78,2899,No,Base,78,No,156.25,210.1667,0,3dc850f4-82a9-46a2-8629-9d6d469c77e7,39.863,39.306,50.818,50.261,50.818,39.306
Base-79,2901,No,Base,79,No,180.3333,210.1667,0,82af8a34-b5e8-446c-be4a-40c5fda508f8,40.055,38.85,50.979,49.774,50.979,38.85
Base-80,2903,No,Base,80,No,79.5833,165,0,0f310ca8-c309-4fc0-addd-4e94cd8c20d8,156.921,155.258,216.742,215.079,216.742,155.258
Base-81,2905,No,Base,81,No,79.5833,149.3333,0,b5c8199d-dc3b-4de8-b3ba-93ea8aefa7f5,121.339,121.273,167.893,167.828,167.893,121.273
Base-82,2907,No,Base,82,No,79.5833,133.6667,0,8cc7984e-fb75-4040-b3a0-8d7ba748e23b,151.095,148.991,208.535,206.43,208.535,148.991
Base-83,2909,No,Base,83,No,100.0833,133.6667,0,6ccbe4bb-7a94-488a-aaf2-15738ef6a7ce,147.778,146.08,204.175,202.477,204.175,146.08
Base-84,2911,No,Base,84,No,100.0833,149.3333,0,18e9480d-7579-40d0-a255-33683fea5933,111.383,111.171,154.239,154.027,154.239,111.171
Base-85,2913,No,Base,85,No,101.0833,165,0,e1a54ff5-7147-4e38-ad06-8109f7b9640b,146.404,145.311,202.403,201.311,202.403,145.311
Base-86,2915,No,Base,86,No,128.75,165,0,cfc1832d-4e15-4ba5-b256-1f1bfc0a284a,169.342,168.179,234.074,232.911,234.074,168.179
Base-87,2917,No,Base,87,No,128.75,149.3333,0,7064f369-ba32-4ad3-9f18-20406cee1e90,132.834,131.581,183.626,182.373,183.626,131.581
Base-88,2919,No,Base,88,No,128.75,133.6667,0,09048822-5930-4c66-9d82-83b0790b4cef,144.003,128.631,196.007,180.635,196.007,128.631
Base-89,2921,No,Base,89,No,156.25,165,0,636b0d19-ed4d-42f9-9ceb-e7157cf554c3,155.522,154.565,215.044,214.087,215.044,154.565
Base-90,2923,No,Base,90,No,156.25,149.3333,0,d4567948-f422-4aa4-bb86-95da7f9bf4bf,121.237,115.934,166.755,161.451,166.755,115.934
Base-91,2925,No,Base,91,No,180.3333,165,0,e1a34b0b-c320-4a49-bd7e-851289b6c876,158.962,155.563,219.294,215.895,219.294,155.563
Base-92,2927,No,Base,92,No,180.3333,149.3333,0,5468cba2-4671-4822-ab4b-c163dc600f05,121.737,119.763,168.094,166.12,168.094,119.763
Base-93,2929,No,Base,93,No,207.5,165,0,7bea82a7-2b02-4159-8eba-81e4ab914289,156.849,154.396,216.528,214.075,216.528,154.396
Base-94,2931,No,Base,94,No,207.5,149.3333,0,4e7379e6-0c45-4ee7-b614-7793fdbaddcc,107.594,105.368,148.569,146.343,148.569,105.368
Base-96,2937,No,Base,96,No,230.5833,165,0,a7430f51-df28-4433-a330-64e1db3e0ae3,114.84,110.524,158.075,153.759,158.075,110.524
Base-98,2938,No,Base,98,No,225.5833,149.3333,0,cb1cbfe2-682c-462d-847e-39eb677dd903,91.091,89.211,125.691,123.811,125.691,89.211
Base-97,2939,No,Base,97,No,220.75,133.6667,0,a2f4e15a-880e-4aa0-8694-d6bd1e71bf35,157.217,156.962,217.351,217.097,217.351,156.962
Base-99,2941,No,Base,99,No,194,133.6667,0,69171dfc-6488-49ed-be25-705b01943b1a,163.356,162.738,225.879,225.26,225.879,162.738
Base-100,878,No,Base,100,No,196.75,110.3333,0,7af0a610-3aa2-466b-b25f-1a4c1279ba22,224.478,125.25,279.71,180.483,279.71,125.25
Base-95,2933,No,Base,95,No,143.8333,31.5,0,516ad8c4-278b-4877-be89-7dd4759be552,187.99,185.298,261.232,258.54,261.232,185.298
Base-103,2943,No,Base,103,No,143.8333,50,0,4010e290-7e72-4dc0-8138-7c0b7dbb066c,207.345,206.43,288.674,287.76,288.674,206.43
Base-104,2945,No,Base,104,No,143.8333,70,0,0a28e5a7-1041-4386-9011-e3f48a85a9c0,229.669,227.887,320.299,318.517,320.299,227.887
Base-105,2947,No,Base,105,No,168.1667,31.5,0,96eb7113-53ba-4bce-80e2-838896957ad5,210.242,209.752,292.551,292.061,292.551,209.752
Base-106,2949,No,Base,106,No,168.1667,50,0,fa5fd71b-54f9-45e5-937a-388d6f641a82,235.949,234.631,328.158,326.841,328.158,234.631
Base-107,2951,No,Base,107,No,168.1667,70,0,77225dc6-1b31-49cd-8ce4-9e55a687b1e9,253.974,253.407,354.131,353.564,354.131,253.407
Base-110,1179,No,Base,110,No,42.8333,69.0033,0,cfa520c8-d080-401e-a565-5806b383e781,24.624,-11.391,26.481,-9.534,26.481,-11.391
Base-123,2973,No,Base,123,No,42.8333,72.9183,0,050926cd-cf2b-4336-a8b6-41cd378e3364,30.79,-8.531,33.9,-5.421,33.9,-8.531
Base-126,1177,No,Base,126,No,42.8333,62,0,b5f17153-d095-4c7a-a613-fa3d3bff84e4,15.973,3.357,18.677,6.062,18.677,3.357
Base-143,1184,No,Base,143,No,42.8333,42,0,96339649-2f24-4b4d-9a36-afa7dc9e207e,16.869,15.192,21.283,19.606,21.283,15.192
Base-161,1175,No,Base,161,No,42.8333,52,0,d1e9ba93-c1c9-4d66-8d0e-3167801c078f,16.377,11.065,20.193,14.882,20.193,11.065
Base-162,1176,No,Base,162,No,42.8333,57,0,5206a267-ebe6-4df5-97f9-b94ece4b9697,20.562,13.026,25.251,17.715,25.251,13.026
Base-182,1185,No,Base,182,No,42.8333,47,0,5fa8d350-d683-4cc4-8aa5-6292be1723f1,13.712,13.043,17.426,16.757,17.426,13.043
Base-149,1093,No,Base,149,No,108.5833,14,0,9661ba3c-740b-460f-90ac-8ff02e29d52c,0,0,0,0,0,0
Base-230,967,No,Base,230,No,13.3333,40.0833,0,4b9237eb-ace4-48a3-b28b-0374ab13ab9c,-0.248,-0.298,-0.32,-0.37,-0.248,-0.37
Base-275,2712,No,Base,275,No,156.25,110.3333,0,8ea2f547-d4cd-4c2b-bae0-2d32ffcbcd02,74.219,-30.991,80.55,-24.659,80.55,-30.991
Base-279,3162,No,Base,279,No,120.75,31.5,0,1887c6af-6b88-4067-894b-468db63bce62,160.236,-101.547,169.616,-92.167,169.616,-101.547
Base-280,3134,No,Base,280,No,196.75,31.5,0,49768f49-11ef-4026-b6f3-d80e4d09f051,19.606,0.478,22.84,3.712,22.84,0.478
Base-290,3125,No,Base,290,No,246.4167,91.5,0,b8c48391-e2b1-461e-95fc-5957035fcc2d,30.301,-19.882,31.673,-18.511,31.673,-19.882
Base-652,6741,No,Base,652,No,50.9167,28.8333,0,f23ef2ee-f480-41cb-b55d-166329172c41,4.05,2.494,4.986,3.43,4.986,2.494
Base-1604,6830,No,Base,1604,No,122.75,91.5,0,b1f49f96-4cdb-46ad-a8bb-632acfb8a06c,45.003,15.775,54.202,24.974,54.202,15.775
Base-2075,5948,No,Base,2075,No,196.75,15.5,0,1f11a0e1-14b9-48cb-8b01-7d369974c4e4,52.59,-29.443,56.419,-25.613,56.419,-29.443
Base-2080,5957,No,Base,2080,No,196.75,73.8333,0,0a0bbd81-b87c-4deb-93ee-47f5edd65397,98.8,-63.261,104.363,-57.698,104.363,-63.261
Base-2316,5749,No,Base,2316,No,246.4167,123.6667,0,e542e038-539d-415d-b11c-15182814cb3e,25.097,21.073,32.153,28.13,32.153,21.073
Base-2635,3694,No,Base,2635,No,341,162,0,33ec7560-3e33-4795-bada-3e209312f679,13.648,-2.214,15.098,-0.763,15.098,-2.214
Base-2636,4914,No,Base,2636,No,341,177.8333,0,4115923a-b103-4f48-839b-e2b41379b349,13.391,3.316,15.553,5.478,15.553,3.316
Base-2637,6885,No,Base,2637,No,341,192.8333,0,b1f2b1c3-7874-4d2c-a7bf-c5aa7dbd43e1,10.087,2.18,11.651,3.743,11.651,2.18
Base-2638,6886,No,Base,2638,No,341,195.0833,0,5a16dd6a-1f80-406f-97ac-bd859e8587a6,4.228,2.207,5.068,3.047,5.068,2.207
Base-61,1273,No,Base,61,No,13.3333,27.5833,0,82e11bc9-94c1-44b0-9eb5-c31c271c5375,4.427,4.024,5.383,4.98,5.383,4.024
Base-3955,5947,No,Base,3955,No,0,27.5917,0,5981b1dd-289a-4432-a3fc-f85f91cfbef6,0,0,0,0,0,0
Base-4098,6894,No,Base,4098,No,0,97.125,0,d5096447-383d-4233-b1fb-7bae5bfa7a1d,9.858,6.504,12.44,9.086,12.44,6.504
Base-4119,6901,No,Base,4119,No,0,102.5174,0,3a3266b1-7b4f-4eec-b4be-c99fc0f07192,7.312,5.014,9.366,7.067,9.366,5.014
Base-4120,6903,No,Base,4120,No,0,105.3507,0,b4f72369-05ba-49ac-9f6a-5078cbf4ff12,7.047,4.883,9.098,6.934,9.098,4.883
Base-4124,6909,No,Base,4124,No,0,110.2047,0,d2126177-e694-4d30-8ba3-34495e8997c2,8.86,6.895,11.755,9.789,11.755,6.895
Base-4130,6916,No,Base,4130,No,0,121.9748,0,1f40e7a1-d0bf-4da1-a793-ed8fa9ebc389,4.773,3.242,6.488,4.958,6.488,3.242
Base-4136,6917,No,Base,4136,No,0,124.5142,0,9b075094-43c4-4b31-9fe5-07c5ff7bb8bc,6.393,5.402,8.964,7.972,8.964,5.402
Base-4140,6921,No,Base,4140,No,0,167.6856,0,6d57760b-a0fa-45e8-9c3c-787778196f13,8.119,-2.189,9.346,-0.962,9.346,-2.189
Base-4185,6995,No,Base,4185,No,337.4167,210.1667,0,f47e02f6-6743-494c-8213-69c6cedc42a3,57.165,-49.178,58.159,-48.185,58.159,-49.178
Base-4201,6993,No,Base,4201,No,337.4167,133.6667,0,a4520ae8-16f4-416b-aef9-8a031ef386cd,51.388,-43.864,52.308,-42.944,52.308,-43.864
Base-4214,7014,No,Base,4214,No,50.9167,184.3333,0,c6365518-2cac-44fe-9622-b8b5afdb9407,67.755,-9.448,76.077,-1.126,76.077,-9.448
Base-4207,6446,No,Base,4207,No,205.5,219.1667,0,a30ae824-379a-4359-8d4b-55a7c91a0a6a,28.193,-24.257,28.71,-23.739,28.71,-24.257
Base-3948,7036,No,Base,3948,No,30.9167,27.5833,0,1891aea3-09c0-4827-8018-e5047ec3efcc,5.562,5.444,6.784,6.666,6.784,5.444
Base-3947,7035,No,Base,3947,No,20.1333,27.5833,0,d62939bc-e3f8-4d7f-acf8-bd518f19f3bc,0,0,0,0,0,0
Base-4252,7043,No,Base,4252,No,196.75,65.3128,0,8b8a138a-5ef6-49b2-b458-cf99e2ed572f,128.123,-79.298,136.117,-71.305,136.117,-79.298
Base-2874,3084,No,Base,2874,Yes,196.75,78.5,0,8286bc80-559e-44ff-976c-1caba361ed81,227.498,-101.277,247.848,-80.927,247.848,-101.277
Base-4248,3211,No,Base,4248,Yes,196.75,81.3333,0,6485b4b9-a192-473d-af5b-21544a902590,307.794,-213.659,323.145,-198.307,323.145,-213.659
Base-4244,1163,No,Base,4244,No,0,47.75,0,876bb83f-e7eb-400c-acb3-1f8bebdb6739,45.696,-3.203,52.045,3.146,52.045,-3.203
Base-4084,1160,No,Base,4084,No,0,68.0833,0,aae05bc8-527e-4b00-99c7-4bcaba4372f8,9.664,-2.699,10.696,-1.668,10.696,-2.699
Base-4256,1161,No,Base,4256,No,0,61.0833,0,0e61a00c-e97e-4ae3-a5f1-cca7dc504770,29.099,-10.078,31.941,-7.237,31.941,-10.078
Base-3740,7045,No,Base,3740,No,246.4167,130.6111,0,f5544f01-fcc8-48ca-91aa-8fe1791d3c26,135.331,-91.088,141.963,-84.457,141.963,-91.088
Base-4268,7052,No,Base,4268,No,250.75,115.3333,0,6d884b86-37d7-4cd7-8277-68e9fa883841,93.695,-61.314,98.519,-56.49,98.519,-61.314
Base-4271,7057,No,Base,4271,No,250.75,133.6667,0,80a87af2-5012-41a9-abee-de0b2c104bbc,155.368,-113.229,161.669,-106.928,161.669,-113.229
Base-4274,7062,No,Base,4274,No,246.4167,118.3889,0,04553450-bbcc-4506-b38f-865e30cd8c1b,131.441,-84.993,138.499,-77.936,138.499,-84.993
Base-4278,7068,No,Base,4278,No,252.9167,115.3333,0,31499156-f4d2-44d6-833f-70c09a641b7d,27.33,-11.008,29.697,-8.64,29.697,-11.008
Base-4282,7074,No,Base,4282,No,251.2917,91.5,0,42adcc9d-1a6a-4a6c-a4d5-3f73cbe8155e,86.529,-74.503,88.195,-72.838,88.195,-74.503
Base-4283,7075,No,Base,4283,No,153.1667,93.5,0,32e347a2-2d1e-4c25-a475-9d40ed2bb422,80.887,-51.586,85.378,-47.095,85.378,-51.586
Base-4285,7078,No,Base,4285,No,150.8333,89.1667,0,88debcf5-8337-4bc2-90b1-562eff10c53e,138.241,-112.962,141.51,-109.693,141.51,-112.962
Base-4290,7120,No,Base,4290,No,154.7083,108,0,d31c8de2-1a77-46c3-b952-26c85ccde719,32.695,-6.656,36.462,-2.888,36.462,-6.656
Base-4292,7196,No,Base,4292,No,156.25,109.1667,0,c145ea4a-d39e-4c2c-83d9-9f1a1295bcad,74.835,-14.072,83.72,-5.186,83.72,-14.072
Base-4310,7168,No,Base,4310,No,157.25,2.25,0,26e36374-98f8-406a-a55b-6c7f2cb10edf,138.406,-97.596,144.365,-91.637,144.365,-97.596
Base-4331,7117,No,Base,4331,No,145.9028,133.6667,0,3d659169-bf9c-42f5-ac31-efe8b6fb01d1,147.952,-105.767,154.047,-99.672,154.047,-105.767
Base-4427,7358,No,Base,4427,No,154.1805,133.6667,0,3ef187f7-4d1f-4b13-82c9-374fd3a97404,156.424,-119.274,161.825,-113.873,161.825,-119.274
Base-4452,7403,No,Base,4452,No,159.7083,8.6667,0,7ddfd04d-0b2a-4442-82de-0f08001ee0b0,70.105,-38.314,74.656,-33.763,74.656,-38.314
Base-4453,7404,No,Base,4453,No,156.25,130.3333,0,1c42e01e-f04c-4c8d-93f1-f5509782ccc9,104.91,-71.921,109.816,-67.015,109.816,-71.921
Base-4455,7406,No,Base,4455,No,156.25,132,0,9ff3d8c9-148e-467a-9dcf-a7febe7aa3a5,128.061,-100.358,132.016,-96.403,132.016,-100.358
